Original_Title,Author,ISBN13,Publisher,Published_Date
The Boys in the Boat: Nine Americans and Their Epic Quest for Gold at the 1936 Berlin Olympics,Daniel James Brown,9780230768895, Macmillan,2013
Robert Ludlum's The Bourne Legacy,Eric Van Lustbader,9780312999520, St. Martin's Paperbacks,2005
Burnt Shadows,Kamila Shamsie,9780385666954, Bond Street Books,2009
Mystery,Jonathan Kellerman,9780345505699, Ballantine Books,2011
Guerrilla Radio: Rock 'N' Roll Radio and Serbia's Underground Resistance (Nation Books),Matthew Collin,9781560254041, Nation Books,2002
"The Mighty Queens of Freeville: A Mother, a Daughter, and the People Who Raised Them",Amy Dickinson,9781401322854, Hyperion,2008
"Snow: A Retelling of ""Snow White and the Seven Dwarfs""",Tracy Lynn,9781416940159, Simon Pulse,2006
Blood for Dignity: The Story of the First Integrated Combat Unit in the U.S. Army,David P. Colley,9780312300357, St. Martin's Press,2003
Your Heart Belongs to Me,Dean Koontz,9780553807134, Bantam,2008
Delights and Shadows,Ted Kooser,9781556592010, Copper Canyon Press,2004
The Five Dysfunctions of a Team,Patrick Lencioni,9780787960759, Jossey-Bass,2002
Bitten & Smitten,Michelle Rowen,9780446617000, Forever,2006
The White Queen,Philippa Gregory,9781416563686, Touchstone,2009
By Royal Command,Charlie Higson,9781423125266, Disney-Hyperion,2010
The Book of Human Skin,Michelle Lovric,9781408809648, Bloomsbury,2011
Kiwis Might Fly,Polly Evans,9780385339940, Delta,2007
Clever Girl,Tessa Hadley,9780062270399, Harper,2014
Animal Equality: Language and Liberation,Joan Dunayer,9780970647559, Lantern Books,2001
Entombed,Linda Fairstein,9780743566971, Simon & Schuster Audio,2005
"Ms. Marvel, Vol. 2: Generation Why",G. Willow Wilson,9780785190226, Marvel,2015
Shadow,Michael Morpurgo,9780007339617, HarperCollinsChildren’sBooks,2011
The Girl in the Tangerine Scarf: A Novel,Mohja Kahf,9780786715190, PublicAffairs,2006
An Officer and a Spy,Robert   Harris,9780099580898, Arrow,2014
"Juliet, Naked",Nick Hornby,9781594488870, Riverhead Books,2009
Salt: A World History,Mark Kurlansky,9780142001615, Penguin Books,2003
A Bed of Red Flowers: In Search of My Afghanistan,Nelofer Pazira,9780679312727, Vintage Canada,2006
Flawed Dogs: The Shocking Raid on Westminster,Berkeley Breathed,9780399252181, Philomel Books,2009
The Matador's Crown,Alex Archer,9780373621583, Gold Eagle,2012
To Catch A Thief,Christina Skye,9780373773077, HQN,2008
The Blood of Gods: A Novel of Rome,Conn Iggulden,9780007271177, Harper Collins,2013
Just Desserts,John Layman,9781607063353, Image Comics,2010
Attachments,Rainbow Rowell,9780525951988, Dutton,2011
The Ugly Duchess,Eloisa James,9780062021731, Avon,2012
The Road to Grace,Richard Paul Evans,9781451628180, Simon & Schuster,2012
Sizzling Sixteen,Janet Evanovich,9780312383312, St. Martin's Paperbacks,2011
Clockwork Doomsday,Alex Archer,9780373621637, Gold Eagle,2013
Tu,Patricia Grace,9780143019206, Penguin New Zealand,2004
A Nation under Our Feet: Black Political Struggles in the Rural South from Slavery to the Great Migration,Steven Hahn,9780674017658, Belknap Press,2005
"America, Empire of Liberty: A New History",David   Reynolds,9781846140563, Allen Lane,2009
"Batwoman, Vol. 3: World's Finest",J.H. Williams III,9781401242466, DC Comics,2013
Lick,Kylie Scott,9781743342374, Momentum,2013
Captive,Jere Van Dyk,9780805088274, Henry Holt,2010
On Democracy and Education,Noam Chomsky,9780415926324, Routledge Falmer,2002
"The Science of Sherlock Holmes: From Baskerville Hall to the Valley of Fear, The Real Forensics Behind the Great Detective's Greatest Cases",E.J. Wagner,9780471648796, Wiley (TP),2006
American Babylon: Race and the Struggle for Postwar Oakland (Politics and Society in Twentieth Century America),Robert O. Self,9780691124865, Princeton University Press,2005
Queen of Camelot,Nancy McKenzie,9780345445872, Del Rey,2002
City of Shadows,Ariana Franklin,9780060817275, William Morrow Paperbacks,2007
The Center of Everything,Laura Moriarty,9780786888450, Hachette Books,2004
Demons Are a Ghoul's Best Friend,Victoria Laurie,9780451223418, NAL,2008
Along Came A Demon,Linda Welch,9781449590840, Createspace,2009
Agatha Christie's Secret Notebooks,John  Curran,9780007310562, HarperCollins,2009
In the Pit with Piper: Roddy Gets Rowdy,Rowdy Roddy Piper,9780425187210, Berkley Trade,2002
The Adoration of Jenna Fox,Mary E. Pearson,9780805076684, Henry Holt and Co.,2008
The Keepsake,Tess Gerritsen,9780345497628, Ballantine Books,2008
"SuperFreakonomics: Global Cooling, Patriotic Prostitutes, and Why Suicide Bombers Should Buy Life Insurance",Steven D. Levitt,9780060889579, William Morrow,2009
The Moor's Account,Laila Lalami,9780804170628, Vintage,2015
Stones,William Bell,9780770428754, Seal Books,2003
Nightingale's Lament,Simon R. Green,9780441011636, Ace,2004
Daughter of the Sun,Barbara Wood,9780312363680, St. Martin's Griffin,2007
"Breaking Night: A Memoir of Forgiveness, Survival, and My Journey from Homeless to Harvard",Liz Murray,9780786868919, Hyperion,2010
International Flavor,John Layman,9781607062608, Image Comics,2010
The Litigators,John Grisham,9781444729726, Hodder & Stoughton,2011
Library of Gold,Alex Archer,9780373621576, Gold Eagle,2012
The Amazing Story of Adolphus Tips,Michael Morpurgo,9780007182466, HarperCollins,2005
The Fourth Bear,Jasper Fforde,9780670037728, Viking Penguin,2006
206 Bones,Kathy Reichs,9780743582476, Simon & Schuster Audio,2009
The Russländer,Sandra Birdsell,9780771014505, McClelland & Stewart,2001
Blue Horses,Mary Oliver,9781594204791, Penguin Press,2014
"Science Fictions: A Scientific Mystery, a Massive Cover-up and the Dark Legacy of Robert Gallo",John Crewdson,9780316090049, Back Bay Books,2003
The Promise of Happiness,Justin Cartwright,9780312348809, Thomas Dunne Books,2005
Practicing New Historicism,Catherine Gallagher,9780226279350, University Of Chicago Press,2001
"Jack Wakes Up (Jack Palms, #1)",Seth Harwood,9780979692956, Breakneck Books,2009
"Five Years, Four Fronts: A German Officer's World War II Combat Memoir",Georg Grossjohann,9780345476104, Presidio Press,2005
Forever in Blue: The Fourth Summer of the Sisterhood,Ann Brashares,9780385729369, Delacorte Books,2007
"My Spy (SEAL and Code Name, #3)",Christina Skye,9780440235781, Dell,2002
Play,Kylie Scott,9781466854239, St. Martin's Griffin,2014
Old Magic,Marianne Curley,9780743437691, Simon Pulse,2002
Agents of Light and Darkness,Simon R. Green,9780441011131, Ace,2003
Smokin' Seventeen,Janet Evanovich,9780307932235, Random House Audio Publishing Group,2011
Heartbreak & Triumph: The Shawn Michaels Story (WWE),Shawn Michaels,9780743493802, World Wrestling Entertainment Books,2005
The Declaration,Gemma Malley,9781599901190, Bloomsbury USA Childrens,2007
The War Works Hard,Dunya Mikhail,9781857548693, Carcanet Press,2006
The Original of Laura,Vladimir Nabokov,9780307271891, Knopf,2009
WWW : Wake,Robert J. Sawyer,9780441016792, Ace Hardcover,2009
Harry Potter Page to Screen: The Complete Filmmaking Journey,Bob McCabe,9780062101891, Harper Design,2011
The Accident,Linwood Barclay,9780752883373, Orion; Mass Market Paperback Edition,2012
Zero Day,David Baldacci,9781607885764, Grand Central Publishing,2011
Glennkill,Leonie Swann,9780385663793, Doubleday Canada,2007
Taster's Choice,John Layman,9781607061595, Image Comics,2009
Paths of Glory,Jeffrey Archer,9780312539511, St. Martin's Press,2009
Barking,Tom Holt,9781841492865, Orbit,2008
Dead Aid: Why Aid Is Not Working and How There Is a Better Way for Africa,Dambisa Moyo,9780374139568," Farrar, Straus and Giroux",2009
Lead,Kylie Scott,9781250052384, St. Martin's Griffin,2014
Getting Things Done: How To Achieve Stress-free Productivity,David Allen,9780142000281, Penguin Books,2002
Reflected in You,Sylvia Day,9780425263914, Berkley,2012
Fury's Goddess,Alex Archer,9780373621552, Gold Eagle,2012
Dreamers of the Day,Mary Doria Russell,9781400064717, Random House,2008
The Second Empress,Michelle Moran,9780307953032, Crown,2012
Black Magic,Brenda Jernigan,9781490458915, CreateSpace,2013
"Smoke (Burned, #2)",Ellen Hopkins,9781416983286, Margaret K. McElderry Books,2013
Don't Let Me Be Lonely: An American Lyric,Claudia Rankine,9781555974077, Graywolf Press,2004
The Blue Helmet,William Bell,9780385662468, Doubleday Canada,2006
"This Is Life (Jack Palms, #2)",Seth Harwood,9781611097870, Thomas & Mercer,2013
A Traitor to Memory,Elizabeth  George,9780553582369, Bantam,2002
Blood Red Horse,K.M. Grant,9780802777348, Walker & Company,2006
Tobacco: A Cultural History of How an Exotic Plant Seduced Civilization,Iain Gately,9780802139603, Grove Press,2003
Nevermore,James Patterson,9780316101844, Little Brown and Company,2012
Girl at Sea,Maureen Johnson,9780060541453, Harper Teen,2007
Goddess,Josephine Angelini,9780062012036, HarperTeen,2013
The Wasted Vigil,Nadeem Aslam,9780571238774, Faber & Faber,2008
Something from the Nightside,Simon R. Green,9780441010653, Ace,2003
The Brass Verdict,Michael Connelly,9780316166294," Little, Brown & Company",2008
Barely Breathing,Rebecca Donovan,9781452440026, Smashwords,2012
The Dark Fields,Alan Glynn,9781582342733, Bloomsbury Publishing PLC,2003
"Savage Hope (Savage, #22)",Cassie Edwards,9780843950540, Leisure Books,2004
Ida: A Sword among Lions: Ida B. Wells and the Campaign against Lynching,Paula J. Giddings,9780060519216, Amistad,2008
Tear of the Gods,Alex Archer,9780373621507, Gold Eagle,2011
The Future is Wild,Dougal Dixon,9781552977231, Firefly Books,2002
Turn Coat,Jim Butcher,9780451462565, Roc,2009
"For Us, the Living: A Comedy of Customs",Robert A. Heinlein,9780743259989, Scribner,2003
Midnight,Stephen Leather,9781444700664, Hodder & Stoughton,2011
Heart of the Flame,Tina St. John,9780345459954, Ivy Books,2005
Dead Witches Tell No Tales,Kim Harrison,9780739470831, Science Fiction Book Club,"July, 2006"
The Case for God: What Religion Really Means,Karen Armstrong,9780307269188, Knopf,2009
Thirteen Days to Midnight,Patrick Carman,9780316004046," Little, Brown Books for Young Readers",2011
Find Me,Carol O'Connell,9780425217870, G.P. Putnam's Sons,2007
"Resenting the Hero (Hero Series, #1)",Moira J. Moore,9780441013883, Ace,2006
"Tri Mates (Cascadia Wolves, #2)",Lauren Dane,9781419907036, Ellora's Cave,2006
"Forty Million Dollar Slaves: The Rise, Fall, and Redemption of the Black Athlete",William C. Rhoden,9780609601204, Crown,2006
Ironside: A Modern Faery's Tale,Holly Black,9780689868207, Margaret K. McElderry Books,2007
Wohin du auch gehst: die Geschichte einer fast unmöglichen Liebe,Benjamin Prüfer,9783596187607, Fischer Taschenbuch Verlag,"December, 2009"
Comfort Me with Apples: More Adventures at the Table,Ruth Reichl,9780375758737, Random House Trade Paperbacks,2002
If We Kiss,Rachel Vail,9780060569167, HarperTeen,2011
Love and Louis XIV: The Women in the Life of the Sun King,Antonia Fraser,9780385509848, Nan A. Talese,2007
"Doctor Who: Davros (Big Finish Audio Drama, #48)",Lance Parkin,9781844350308, Big Finish Productions,"September, 2003"
Y: The Last Man - The Deluxe Edition Book Two,Brian K. Vaughan,9781401222352, Vertigo (DC Comics),2009
The Merlin Conspiracy,Diana Wynne Jones,9780060523206, Greenwillow Books,2004
The Opposite of Me,Sarah Pekkanen,9781439121986, Washington Square Press,2010
Career of Evil,Robert Galbraith,9780751562279, Sphere,2015
Monday Mourning,Kathy Reichs,9780743453011, Pocket Star,2005
The Earth Hums in B Flat,Mari Strachan,9781847673046, Canongate,2009
進撃の巨人 1,Hajime Isayama,9781612620244, Kodansha Comics,2012
Bon Appetit,Sandra Byrd,9781400073283, Waterbrook Press,2008
Carthage,Joyce Carol Oates,9780062208125, Ecco,2014
WWW : Watch,Robert J. Sawyer,9780441018185, Ace,2010
"Don't Sleep, There Are Snakes: Life and Language in the Amazonian Jungle",Daniel L. Everett,9780375425028, Pantheon,2008
Yes Please,Amy Poehler,9780062350879, HarperAudio,2014
Sycamore Row,John Grisham,9781444765601, Hodder Paperbacks,2014
The Unlikely Pilgrimage of Harold Fry,Rachel Joyce,9780552778091, Black Swan,2013
Abide With Me,Elizabeth Strout,9780743462280, Pocket Books,2007
"American Vampire, Volume 5",Scott Snyder,9781401237707, Vertigo,2013
Spark: The Revolutionary New Science of Exercise and the Brain,John J. Ratey,9780316113502," Little, Brown and Company",2008
Magic Lantern,Alex Archer,9780373621569, Gold Eagle,2012
Mao: The Unknown Story,Jung Chang,9780679746324, Anchor Books,2006
The Girls' Book: How To Be The Best At Everything,Juliana Foster,9780545016292, Scholastic Press,2007
A History of Money and Banking in the United States: The Colonial Era to World War II,Murray N. Rothbard,9780945466338, Ludwig Von Mises Institute,2002
Orfeo,Richard Powers,9780393240825, W. W. Norton & Company,2014
At Large and At Small: Familiar Essays,Anne Fadiman,9780141033990, Penguin Books,2008
Ten Tiny Breaths,K.A. Tucker,9780991686001, Papoti Books,2012
On the Edge,Ilona Andrews,9780441017805, Ace,"October, 2009"
Halo,Alexandra Adornetto,9780312656263, Feiwel & Friends,2010
One Lucky Vampire,Lynsay Sands,9780062078148, Avon,2013
The Husband,Dean Koontz,9780553804799, Bantam,2006
The Christmas Train,David Baldacci,9780446615754, Warner Books,2004
Angel,James Patterson,9780446545242, Pageturners,2011
Mister Monday,Garth Nix,9780439856263, Scholastic,2006
"House of Bush, House of Saud: The Secret Relationship Between the World's Two Most Powerful Dynasties",Craig Unger,9780743253390, Scribner,2004
Der Schrecksenmeister,Walter Moers,9781590204047, The Overlook Press,2010
"Grave Secret (Harper Connelly, #4)",Charlaine Harris,9780425230152, Berkley,2009
Mermaid Park,Beth Mayall,9781595141378, Razorbill,2007
The Monstrumologist,Rick Yancey,9781416984498, Simon & Schuster Books for Young Readers,2010
The Taste of Night,Vicki Pettersson,9780061339684, HarperCollins Publishers,2007
An Ice Cold Grave,Charlaine Harris,9780425217290, Berkley,2007
Rainbows End,Vernor Vinge,9780812536362, Tor Science Fiction,2007
The Longest Trip Home: A Memoir,John Grogan,9780061713309, William Morrow Paperbacks,2009
Pictures at a Revolution: Five Movies and the Birth of the New Hollywood,Mark  Harris,9781594201523, Penguin Press,2008
The Vanishing of Katharina Linden,Helen Grant,9780385344173, Delacorte Press,2010
Rough Country,John Sandford,9780143144854, Penguin Audio,2009
Sleeping with the Dictionary,Harryette Mullen,9780520231436, University of California Press,2002
Downtown: My Manhattan,Pete Hamill,9780316010689, Back Bay Books,2005
The Reversal,Michael Connelly,9780316069489," Little, Brown and Company",2010
The Various Flavours of Coffee,Anthony Capella,9780751539431, Sphere,2008
The Other Crowd,Alex Archer,9780373621491, Gold Eagle,2011
The Wolf of Wall Street,Jordan Belfort,9780553805468, Bantam,2007
Blood's a Rover,James Ellroy,9780679403937, Knopf Publishing Group,2009
The Elephant Whisperer,Lawrence Anthony,9780330506687, Pan Publishing,2010
Blood Fever,Charlie Higson,9780786836628, Miramax,2006
"Savage Courage (Savage, #23)",Cassie Edwards,9780843952704, Leisure Books,2005
"Wolf Unbound (Cascadia Wolves, #4)",Lauren Dane,9781605040981, Samhain Publishing,2009
Batman: Knightfall #1-2,Chuck Dixon,9781401233792, DC Comics,2012
Nightmare,Stephen Leather,9781444700718, Hodder & Stoughton,2012
The Story of Lucy Gault,William Trevor,9780670913428, Viking,2002
Explosive Eighteen,Janet Evanovich,9780345527714, Bantam,2011
Never Have I Ever,Sara Shepard,9780061869723, HarperCollins,2011
Street Magic,Caitlin Kittredge,9780312943615, St. Martin's Paperbacks,2009
It's Not About the Tapas: A Spanish Adventure on Two Wheels,Polly Evans,9780385339926, Delta,2006
Heart of the Dove,Tina St. John,9780345459961, Ivy Books,2005
El reino del dragón de oro,Isabel Allende,9780060589448, Rayo,2005
"The Hero Strikes Back (Hero Series, #2)",Moira J. Moore,9780441014408, Ace,2006
We Install and Other Stories,Harry Turtledove,9781504009409, Open Road Media Sci-Fi & Fantasy,2015
Horus Rising,Dan Abnett,9781844162949, Games Workshop(uk),2006
Little Brother,Cory Doctorow,9780765319852, Tor Teen,2008
Warriors of God: Richard the Lionheart and Saladin in the Third Crusade,James Reston Jr.,9780385495622, Anchor,2002
Holy Hullabaloos: A Road Trip to the Battlegrounds of the Church/State Wars,Jay Wexler,9780807000441, Beacon Press,2009
The Ghost Writer,John Harwood,9780156032322, Mariner Books,2005
Prodigy: The Graphic Novel,Marie Lu,9780399171901, G.P. Putnam's Sons Books for Young Readers,2016
Black Man,Richard K. Morgan,9780345485250, Del Rey,2007
The Magician's Apprentice,Trudi Canavan,9780316037884, Orbit,2009
Ric Flair: To Be the Man (WWE),Ric Flair,9780743491815, World Wrestling Entertainment,2005
Folly,Laurie R. King,9780007111343, HarperCollins,2002
61 Hours,Lee Child,9780385340588, Delacorte Press,2010
Jane: A Murder,Maggie Nelson,9781932360714, Soft Skull Press,2005
The Cannibals of Candyland,Carlton Mellick III,9781933929859, Avant Punk (Eraserhead Press),2009
http://www.ashwinsanghi.com/2012/07/krishna-key-releases-aug-24-2012-five.html,Ashwin Sanghi,9780615384504, Northhill Publishing,2010
Silber - Das zweite Buch der Träume,Kerstin Gier,9783841421678, Fischer FJB,2014
On Canaan's Side,Sebastian Barry,9780571226535, Faber and Faber,2011
Moon Over Soho,Ben Aaronovitch,9780575097629, Gollancz,2011
Khrushchev: The Man and His Era,William Taubman,9780393324846, W. W. Norton & Company,2004
