ID,Title,Author,ISBN13,Publication,Published_Date,Ratings,Genres,Reviews,Average_Rating,Language
144,You Don't Know Me,David Klass,9780064473781, HarperTeen,2010,"7,773","Young Adult, Fiction, Realistic Fiction, Sociology, Abuse",584,3.88,English
145,The Time of Our Singing,Richard Powers,9780312422189,Picador,2003,"1,929","Fiction, Music, Historical Fiction, Novels, Literature, Contemporary, Literary Fiction, Literature, American, Cultural, African American, Roman",271,4.23,English
146,Bleachers,John Grisham,9780099468196, Arrow,2011,"29,880","Fiction, Sports and Games, Sports, Football","1,514",3.46,English
147,Skipping Christmas,John Grisham,9780099481683, Arrow,2010,"44,471","Fiction, Holiday, Christmas, Humor, Holiday","3,448",3.46,English
148,Slow Man,J. M. Coetzee,9780099490623, Vintage,2006,"6,262","Fiction, Literature",537,3.41,English
149,Blood River: A Journey to Africa's Broken Heart,Tim Butcher,9780099494287, Vintage,2008,"5,129","Cultural, Africa, Travel, Nonfiction, History, Adventure, Autobiography, Memoir",475,4.04,English
150,Warm Bodies,Isaac Marion,9780099549345, Random House Vintage,2012,"89,119","Science Fiction, Apocalyptic, Adult Fiction, Audiobook, Media Tie In, Movies","9,753",3.94,English
151,Night Film,Marisha Pessl,9780099559245, Windmill Books,2014,"51,530","Mystery, Fiction, Thriller, Horror, Adult, Thriller, Mystery Thriller","7,649",3.77,English
152,The Moor's Last Sigh,Salman Rushdie,9780099592419, Vintage,1997,"10,392","Fiction, Cultural, India, Literature, Magical Realism",498,3.92,English
153,Austerlitz,W. G. Sebald,9780140297997, Penguin Books Ltd,2011,"9,301","Fiction, Historical Fiction, European Literature, German Literature, Literature, Cultural, Germany",787,4.03,English
154,Elmore Leonard: Four Later Novels: Get Shorty / Rum Punch / Out of Sight / Tishomingo Blues,Elmore Leonard,9781598534924,Library of America,2016,"6,905","Fiction, Mystery, Crime, Mystery, Suspense, Mystery, Detective, Thriller",278,3.67,English
155,The Confessor (Gabriel Allon Series #3),Daniel Silva,9780451211484,Penguin Publishing Group,2004,"15,567","Thriller, Fiction, Mystery, Spy Thriller, Espionage",721,4.14,English
156,The Enemy (Enemy Series #1),Charlie Higson,9781484721469,Disney Press,2014,"17,058","Horror, Zombies, Horror, Young Adult, Science Fiction, Dystopia","1,956",4.08,English
157,The Lightning Thief (Percy Jackson and the Olympians Series #1),Rick Riordan,9780786838653,Disney-Hyperion,2006,"1,318,508","Fantasy, Young Adult, Fantasy, Mythology, Fiction","43,793",4.22,English
158,The Mark of Athena (The Heroes of Olympus Series #3),Rick Riordan,9781423142003,Disney Press,2014,"254,257","Fantasy, Young Adult, Fantasy, Mythology","12,749",4.49,English
159,The Burning Shadow,Michelle Paver,9780141339283, Puffin,2015,500,"Historical Fiction, Young Adult, Fantasy, Mythology, Fantasy, Fiction, Adventure",43,4.14,English
160,The Last Olympian (Percy Jackson and the Olympians Series #5),Rick Riordan,9781423101505,Disney-Hyperion,2011,"475,682","Fantasy, Young Adult, Fantasy, Mythology","16,718",4.49,English
161,The Titan's Curse (Percy Jackson and the Olympians Series #3),Rick Riordan,9781423101482,Disney-Hyperion,2008,"450,744","Fantasy, Young Adult, Fantasy, Mythology, Fiction","14,519",4.33,English
162,Airman,Eoin Colfer,9780141383354, Puffin,2009,"15,766","Young Adult, Fantasy, Science Fiction, Steampunk, Historical Fiction, Adventure, Fiction","1,312",4.13,English
163,Year of Wonders: A Novel of the Plague,Geraldine Brooks,9780142001431, Penguin,2002,"104,244","Historical Fiction, European Literature, British Literature, Fiction","7,869",4.0,English
164,The Secret Life of Bees,Sue Monk Kidd,9780142001745, REVIEW,2003,"903,381","Fiction, Historical Fiction, Young Adult, Adult Fiction","25,858",4.01,English
165,The Eyre Affair (Thursday Next Series #1),Jasper Fforde,9780142001806,Penguin Publishing Group,2003,"91,035","Fantasy, Fiction, Mystery, Humor, Science Fiction","8,174",3.92,English
166,Youth: Scenes from Provincial Life II,J. M. Coetzee,9780142002001, Penguin Books,2003,"4,804","Fiction, Cultural, Africa",286,3.78,English
167,Drop City,T. C. Boyle,9780142003800, Penguin Books,2004,"9,696",Fiction,895,3.83,English
168,White Mughals: Love and Betrayal in Eighteenth-Century India,William Dalrymple,9780142004128, Penguin Books,2003,"2,995","History, Cultural, India, Nonfiction, Historical",232,3.88,English
169,The Rice Mother,Rani Manicka,9780142004548, Penguin Books,2004,"3,883","Historical Fiction, Fiction, Cultural, Asia, Cultural, India, Historical, Literature, Asian Literature",395,4.07,English
170,Triss (Redwall Series #15),Brian Jacques,9780441010950,Penguin Publishing Group,2003,"9,833","Fantasy, Fiction, Young Adult, Childrens, Animals, Adventure",120,3.97,English
171,The Truth About Forever,Sarah Dessen,9780142406250, Penguin Group Inc.,2006,"176,304","Young Adult, Romance, Contemporary, Womens Fiction, Chick Lit","7,158",4.13,English
172,The Ruins of Gorlan (Ranger's Apprentice Series #1),John Flanagan,9780142406632,Penguin Young Readers Group,2006,"86,766","Fiction, Childrens, Middle Grade, Childrens","5,706",4.19,English
173,Let It Snow: Three Holiday Romances,John Green,9780142412145, Speak,2014,"72,064","Young Adult, Romance, Contemporary, Holiday, Christmas, Short Stories","7,402",3.85,English
174,This Lullaby,Sarah Dessen,9780142501559, Speak,2004,"150,187","Young Adult, Romance, Contemporary, Womens Fiction, Chick Lit","4,451",4.04,English
175,Three Day Road,Joseph Boyden,9780143017868, Penguin Canada,2006,"15,348","Fiction, Cultural, Canada, War, Historical","1,316",4.31,English
176,The Well of Lost Plots (Thursday Next Series #3),Jasper Fforde,9780143034353,Penguin Publishing Group,2004,"30,885","Fantasy, Humor, Fiction, Science Fiction, Writing, Books About Books","1,555",4.09,English
177,Alexander Hamilton,Ron Chernow,9780143034759, Penguin Books,2005,"40,117","Nonfiction, History, Biography, North American Hi..., American History, Politics","3,024",4.23,English
178,Dark Fire (Matthew Shardlake Series #2),C. J. Sansom,9780143036432,Penguin Publishing Group,2005,"14,035","Historical Fiction, Mystery, Historical, Fiction, Mystery, Crime, Mystery, Historical Mystery",872,4.23,English
179,March,Geraldine Brooks,9780143036661, Penguin,2006,"44,174","Historical Fiction, Fiction, Historical, Military History, Civil War","5,068",3.73,English
180,"Eat, Pray, Love: One Woman's Search for Everything Across Italy, India and Indonesia",Elizabeth Gilbert,9780143038412,Penguin Publishing Group,2007,"1,159,701","Nonfiction, Autobiography, Memoir, Travel","48,913",3.5,English
181,An Ordinary Man: An Autobiography,Paul Rusesabagina,9780143038603, Penguin Books,2007,"4,192","Nonfiction, Cultural, Africa, Biography, Autobiography, Memoir, History, War, Biography, Autobiography, Biography Memoir, Historical, Academic, School",434,4.19,English
182,A Tale for the Time Being,Ruth Ozeki,9780143124870, Penguin Books,2013,"54,633","Fiction, Cultural, Japan, Contemporary, Historical Fiction, Magical Realism, Audiobook, Literary Fiction, Cultural, Asia, Adult Fiction, Adult","7,685",3.97,English
183,Between the World and Me,Ta-Nehisi Coates,9780147520500, Random House Audio,2015,"83,526","Nonfiction, Race, Autobiography, Memoir, Social Movements, Social Justice","11,142",4.4,English
184,The Dead and the Gone (Life As We Knew It #2),Susan Beth Pfeffer,9780547258553,Houghton Mifflin Harcourt,2010,"30,108","Young Adult, Science Fiction, Dystopia, Science Fiction, Apocalyptic, Post Apocalyptic, Fiction, Science Fiction, Apocalyptic, Adventure, Survival, Young Adult, Teen, Fantasy, Audiobook","2,918",3.84,English
185,Graceling (Graceling Realm Series #1),Kristin Cashore,9780547258300,Houghton Mifflin Harcourt,2009,"281,634","Romance, Fantasy, Adventure, Fantasy, Magic, Young Adult","18,440",4.1,English
186,Dead Is the New Black (Dead Is Series #1),Marlene Perez,9780152064082,Houghton Mifflin Harcourt,2008,"9,901","Young Adult, Fantasy, Paranormal, Paranormal, Vampires, Fantasy, Mystery",938,3.97,English
187,Animals in Translation: Using the Mysteries of Autism to Decode Animal Behavior,Temple Grandin,9780156031448, Harcourt,2006,"7,229","Nonfiction, Animals, Science, Psychology, Animals, Dogs",988,4.13,English
188,The Sex Lives of Siamese Twins,Irvine Welsh,9780224087889, Jonathan Cape,2016,"2,031","Fiction, Contemporary, Mystery, Thriller, Dark, Audiobook, Mystery, Crime, Glbt, Novels, Realistic Fiction",285,3.56,English
189,The Sense of an Ending,Julian Barnes,9780224094153, Jonathan Cape,2012,"106,589","Fiction, Literary Fiction, Contemporary, Literature, European Literature, British Literature","12,211",3.69,English
190,H is for Hawk,Helen Macdonald,9780224097000, Jonathan Cape,2016,"33,388","Nonfiction, Autobiography, Memoir, Biography, Environment, Nature, Animals, Audiobook, Biography Memoir, Animals, Birds, Biography, Autobiography, European Literature, British Literature","5,368",3.75,English
191,The Stone Gods,Jeanette Winterson,9780241143957, Hamish Hamilton,2009,"3,539","Fiction, Science Fiction, Glbt, Science Fiction, Dystopia, Fantasy",445,3.68,English
192,NW,Zadie Smith,9780241144145, Hamish Hamilton,2013,"22,029","Fiction, Contemporary, Novels","2,719",3.4,English
193,Everything Is Illuminated,Jonathan Safran Foer,9780241978894, Penguin,2015,"139,766","Fiction, Historical Fiction, Contemporary, Novels, Literature, World War II, Holocaust, Literature, Jewish, Literature, American, Adult Fiction, Historical","6,833",3.9,English
194,The Audacity of Hope: Thoughts on Reclaiming the American Dream,Barack Obama,9780307237699, Crown,2007,"110,246","Nonfiction, Politics, Biography, Autobiography, Memoir, Biography, Autobiography, History, Audiobook, Politics, Presidents, Biography Memoir, Philosophy","4,370",3.68,English
195,Cancer Vixen,Marisa Acocella Marchetto,9780307263575, Knopf,2009,"1,160","Sequential Art, Graphic Novels, Autobiography, Memoir, Nonfiction, Sequential Art, Comics, Biography",192,3.73,English
196,St. Lucy's Home for Girls Raised by Wolves: Stories,Karen Russell,9780307263988, Knopf,2007,"8,635","Short Stories, Fiction, Fantasy, Magical Realism, Adult","1,396",3.79,English
197,A Mercy,Toni Morrison,9780307264237, Knopf,2009,"15,339","Fiction, Historical Fiction, Cultural, African American, Historical, Literature, Novels, Literary Fiction, Adult Fiction, Audiobook, Literature, American","2,220",3.65,English
198,The Road,Cormac McCarthy,9780307265432, Alfred A. Knopf,2007,"535,397","Science Fiction, Science Fiction, Dystopia, Horror, Fiction","37,696",3.95,English
199,The Lowland,Jhumpa Lahiri,9780307265746, Knopf,2014,"65,984","Fiction, Cultural, India, Historical Fiction, Literary Fiction","6,980",3.81,English
200,"Born to Run: A Hidden Tribe, Superathletes, and the Greatest Race the World Has Never Seen",Christopher McDougall,9780307266309, Knopf,2011,"114,239","Nonfiction, Sports and Games, Sports, Health, Sports, Fitness, Adventure, Audiobook, Science, Autobiography, Memoir, Travel, Biography","11,235",4.27,English
201,Divisadero,Michael Ondaatje,9780307266354, Knopf Publishing Group,2008,"9,087","Fiction, Cultural, Canada, Literature, Contemporary, Novels","1,396",3.48,English
202,Open: An Autobiography,Andre Agassi,9780307268198, Knopf,2010,"49,576","Nonfiction, Autobiography, Memoir, Biography, Autobiography, Biography","4,556",4.16,English
203,Man Som Hatar Kvinnor (The Girl with the Dragon Tattoo),Stieg Larsson,9788901116150,Pul,2011,"1,823,231","Fiction, Mystery, Thriller, Adult Fiction","61,579",4.1,English
204,Flickan Som Lekte Med Elden (The Girl Who Played with Fire),Stieg Larsson,9788901117331,Pul,2011,"615,872","Fiction, Mystery, Mystery, Crime, Suspense, Thriller, Mystery Thriller, Contemporary","30,929",4.22,English
205,Luftslottet Som Sprangdes (The Girl Who Kicked the Hornet's Nest),Stieg Larsson,9787020084753,Ren Min Wen Xue Chu Ban She/Tsai Fong Books,2011,"505,795","Fiction, Mystery, Thriller, Mystery, Crime, Thriller, Mystery Thriller","26,375",4.2,English
206,The Buried Giant,Kazuo Ishiguro,9780307271037, Knopf,2016,"34,826","Fantasy, Fiction, Historical Fiction, Literary Fiction","5,514",3.41,English
207,Americanah,Chimamanda Ngozi Adichie,9780307271082, Knopf,2014,"115,638","Fiction, Cultural, Africa, Contemporary, Literary Fiction, Novels","12,161",4.24,English
208,The Devil Wears Prada,Lauren Weisberger,9780307275554, Anchor Books,2004,"656,196","Womens Fiction, Chick Lit, Fiction, Contemporary, Romance, Adult, Humor, Adult Fiction, Novels, Realistic Fiction, Media Tie In, Movies","7,840",3.69,English
209,The Da Vinci Code,Dan Brown,9780307277671, Anchor,2009,"1,506,453","Fiction, Mystery, Thriller, Suspense, Historical Fiction, Adventure","40,616",3.78,English
210,Marie Antoinette: The Journey,Antonia Fraser,9780307277749, Anchor Books,2002,"25,775","History, Biography, Nonfiction, Cultural, France",995,3.91,English
211,Remainder,Tom McCarthy,9780307278357, Vintage,2007,"4,923","Fiction, Novels, Literature, Contemporary, Literary Fiction",726,3.64,English
212,The Sunset Limited: A Novel in Dramatic Form,Cormac McCarthy,9780307278364,Knopf Doubleday Publishing Group,2006,"5,796","Plays, Fiction, Drama, Philosophy, Literature, American, Religion, Plays, Theatre",599,3.97,English
213,Dark Places,Gillian Flynn,9780307341563, Shaye Areheart Books,2010,"354,060","Mystery, Fiction, Thriller, Mystery, Crime, Thriller, Mystery Thriller, Suspense","27,606",3.91,English
214,World War Z: An Oral History of the Zombie War,Max Brooks,9780307346605, Crown,2007,"327,960","Horror, Fiction, Horror, Zombies, Science Fiction, Fantasy, Apocalyptic, Post Apocalyptic, Science Fiction, Dystopia, Audiobook, Science Fiction, Apocalyptic, War","21,893",4.0,English
215,Quiet: The Power of Introverts in a World that Can't Stop Talking,Susan Cain,9780307352149," Crown Publishing Group/Random House, Inc.",2013,"205,107","Psychology, Nonfiction, Self Help","16,459",4.03,English
216,The Abstinence Teacher,Tom Perrotta,9780307356369, Random House Canada,2008,"14,667","Fiction, Religion, Contemporary, Adult Fiction","2,217",3.24,English
217,Asterios Polyp,David Mazzucchelli,9780307377326, Pantheon,2009,"19,100","Sequential Art, Graphic Novels, Sequential Art, Comics, Fiction, Graphic Novels Comics","1,258",4.18,English
218,Nefertiti,Michelle Moran,9780307381460, Crown Publishing Group,2008,"26,632","Historical Fiction, Historical, Fiction, Cultural, Egypt, Romance, Cultural, Africa, African Literature, Egyptian Literature, Adult, Adult Fiction, Audiobook","2,145",4.06,English
219,The Heretic Queen,Michelle Moran,9780307381750, Crown,2009,"17,526","Historical Fiction, Historical, Fiction, Cultural, Egypt, Romance","1,390",4.21,English
220,The Gone-Away World,Nick Harkaway,9780307389077, Vintage,2009,"8,865","Science Fiction, Fiction, Fantasy, Apocalyptic, Post Apocalyptic, Science Fiction, Dystopia","1,375",4.13,English
221,Skeletons at the Feast,Chris Bohjalian,9780307394958, Crown,2009,"19,423","Historical Fiction, Fiction, War, World War II, World War II, Holocaust, Historical, War, Cultural, Germany","2,153",3.98,English
222,Look Me in the Eye: My Life with Asperger's,John Elder Robison,9780307395986, Crown,2008,"50,091","Nonfiction, Autobiography, Memoir, Biography, Psychology","3,632",3.9,English
223,True History of the Kelly Gang,Peter Carey,9780307429834, Vintage,2001,"15,410","Fiction, Historical Fiction, Cultural, Australia",804,3.8,English
224,"Coming Apart: The State of White America, 1960-2010",Charles Murray,9780307453426, Crown Forum,2013,"2,777","Nonfiction, Politics, History, Sociology, Economics, Cultural",462,3.73,English
225,A Visit From the Goon Squad,Jennifer Egan,9780307477477, Anchor Books,2011,"134,592","Fiction, Contemporary, Music, Short Stories","14,664",3.64,English
226,Wild: From Lost to Found on the Pacific Crest Trail,Cheryl Strayed,9780307592736, Knopf,2013,"386,356","Nonfiction, Autobiography, Memoir, Travel, Biography","33,080",3.96,English
227,A Visit From the Goon Squad,Jennifer Egan,9780307592835, Knopf,2011,"134,591","Fiction, Contemporary, Music, Short Stories","14,664",3.64,English
228,Satin Island,Tom McCarthy,9780307593955, Knopf,2016,"3,449","Fiction, Contemporary, Literary Fiction",615,3.23,English
229,The Woman Upstairs,Claire Messud,9780307596901, A. A. Knopf,2013,"26,718","Fiction, Literary Fiction, Contemporary","3,198",3.31,English
230,The Invisible Bridge,Julie Orringer,9780307713544, Random House Audio,2011,"37,201","Historical Fiction, Fiction, War, World War II, World War II, Holocaust, Historical, War, Cultural, Hungary","4,199",4.19,English
